run_id,tag,epochs,val_ppl_last,val_loss_last,train_ppl_last,avg_nodes_last,policy_loss_last,val_ppl_best,best_epoch,total_training_time_sec,avg_epoch_time_sec,last_epoch_time_sec,batch_size,hidden_dim,embed_dim,seq_len,vocab_size,max_depth,max_children,pooling_mode,lr,weight_decay,lr_schedule,grad_clip,opt,dataset,num_rollouts,lambda_efficiency,beta_entropy,beta_policy,greedy_threshold,seed,infer_val_ppl,infer_val_loss,infer_avg_nodes,infer_sparsity_percent,infer_latency_ms_mean,infer_latency_ms_p50,infer_latency_ms_p90,infer_latency_ms_p99,infer_device,model_bytes,checkpoint_path,infer_mean_grow_prob,infer_above_threshold_pct
10,k0_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,1,0,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,1,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k0_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep15_rep0/k0_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep15_rep0.pt,,
11,k0_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,1,0,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,1,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k0_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep20_rep0/k0_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep20_rep0.pt,,
12,k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep5_rep0,0,,,,,,,,,,,64,128,64,128,256,1,0,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,1,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep5_rep0/k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep5_rep0.pt,,
13,k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep10_rep0,0,,,,,,,,,,,64,128,64,128,256,1,0,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,1,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep10_rep0/k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep10_rep0.pt,,
14,k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep15_rep0,0,,,,,,,,,,,64,128,64,128,256,1,0,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,1,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep15_rep0/k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep15_rep0.pt,,
15,k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep20_rep0,0,,,,,,,,,,,64,128,64,128,256,1,0,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,1,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep20_rep0/k0_poolmean_hd128_ed64_sl128_lr0p001_bs64_wd0p0_d1_lam0p0_thr0p5_roll1_ep20_rep0.pt,,
16,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep5_rep0.pt,,
17,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep10_rep0.pt,,
18,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep15_rep0.pt,,
19,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p3_roll3_ep20_rep0.pt,,
20,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep5_rep0.pt,,
21,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep10_rep0.pt,,
22,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep15_rep0.pt,,
23,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p35_roll3_ep20_rep0.pt,,
24,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep5_rep0.pt,,
25,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep10_rep0.pt,,
26,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep15_rep0.pt,,
27,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p4_roll3_ep20_rep0.pt,,
28,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep5_rep0.pt,,
29,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep10_rep0.pt,,
30,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep15_rep0.pt,,
31,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p42_roll3_ep20_rep0.pt,,
32,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep5_rep0.pt,,
33,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep10_rep0.pt,,
34,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep15_rep0.pt,,
35,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep20_rep0.pt,,
36,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep5_rep0.pt,,
37,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep10_rep0.pt,,
38,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep15_rep0.pt,,
39,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep20_rep0.pt,,
40,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.01,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep5_rep0.pt,,
41,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep10_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.01,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep10_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep10_rep0.pt,,
42,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep15_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.01,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep15_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep15_rep0.pt,,
43,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep20_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.01,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep20_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep20_rep0.pt,,
44,k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep5_rep0,0,,,,,,,,,,,64,128,32,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,shakespeare,3,0.01,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_000203/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep5_rep0/k3_poolmean_hd128_ed32_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep5_rep0.pt,,
